Course Name,Course Summary,Abstract,Description,ECTS,Semester,Language,Exam,Teacher,Programme,Single Subject,Guest Students
Making Games,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,"Video game development is a design-driven process. This course teaches the technical, theoretical, and practical basis of game development. At the same time this course is an exercise in interdisciplinary teamwork that prepares students for working in diverse teams. Students will learn how to create video games alone and in groups. They will be able to apply established industry methods in the areas design, production, project management, and programming.In this course students will first learn to explore the design space of games by making a number of focused prototypes. Students will learn the basics of prototyping in theory and practice, the basics of game design, game programming and interaction design, and essential user experience and evaluation techniques. The production process of the game they will create is based on established industry practices. Students will additionally learn to identify what makes their game unique, what is its technical and design essence, and how to best communicate it. They will learn the basics of marketing and the games business.",15,Autumn 2021,English,"C: Submission of written work, External (7-point scale)",Martin Pichlmair,MSc in Games,Yes,Yes
Making Games,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,"Video game development is a design-driven process. This course teaches the technical, theoretical, and practical basis of game development. At the same time this course is an exercise in interdisciplinary teamwork that prepares students for working in diverse teams. Students will learn how to create video games alone and in groups. They will be able to apply established industry methods in the areas design, production, project management, and programming.In this course students will first learn to explore the design space of games by making a number of focused prototypes. Students will learn the basics of prototyping in theory and practice, the basics of game design, game programming and interaction design, and essential user experience and evaluation techniques. The production process of the game they will create is based on established industry practices. Students will additionally learn to identify what makes their game unique, what is its technical and design essence, and how to best communicate it. They will learn the basics of marketing and the games business.",15,Autumn 2022,English,"C: Submission of written work, External (7-point scale)",Martin Pichlmair,MSc in Games,Yes,Yes
Making Games,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,"Video game development is a design-driven process. This course teaches the technical, theoretical, and practical basis of game development. At the same time this course is an exercise in interdisciplinary teamwork that prepares students for working in diverse teams. Students will learn how to create video games alone and in groups. They will be able to apply established industry methods in the areas design, production, project management, and programming.In this course students will first learn to explore the design space of games by making a number of focused prototypes. Students will learn the basics of prototyping in theory and practice, the basics of game design, game programming and interaction design, and essential user experience and evaluation techniques. The production process of the game they will create is based on established industry practices. Students will additionally learn to identify what makes their game unique, what is its technical and design essence, and how to best communicate it. They will learn the basics of marketing and the games business.",15,Autumn 2023,English,"C: Submission of written work, External (7-point scale)",Hanna Elina Wirman,MSc in Games,Yes,Yes
Making Games,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,"Video game development is a design-driven process. This course teaches the technical, theoretical, and practical basis of game development. At the same time this course is an exercise in interdisciplinary teamwork that prepares students for working in diverse teams. Students will learn how to create video games alone and in groups. They will be able to apply established industry methods in the areas design, production, project management, and programming.In this course students will first learn to explore the design space of games by making a number of focused prototypes. Students will learn the basics of prototyping in theory and practice, the basics of game design, game programming and interaction design, and essential user experience and evaluation techniques. The production process of the game they will create is based on established industry practices. Students will additionally learn to identify what makes their game unique, what is its technical and design essence, and how to best communicate it. They will learn the basics of marketing and the games business.",15,Autumn 2024,English,"C: Submission of written work, External (7-point scale)",Hanna Elina Wirman,MSc in Games,Yes,Yes
Making Games,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,"Video game development is a design-driven process. This course teaches the technical, theoretical, and practical basis of game development. At the same time this course is an exercise in interdisciplinary teamwork that prepares students for working in diverse teams. Students will learn how to create video games alone and in groups. They will be able to apply established industry methods in the areas design, production, project management, and programming.In this course students will first learn to explore the design space of games by making a number of focused prototypes. Students will learn the basics of prototyping in theory and practice, the basics of game design, game programming and interaction design, and essential user experience and evaluation techniques. The production process of the game they will create is based on established industry practices. Students will additionally learn to identify what makes their game unique, what is its technical and design essence, and how to best communicate it. They will learn the basics of marketing and the games business.Use of generative AI during the exam: Use of generative artificial intelligence is allowed with restrictions during the exam (see LearnIT), as long as the student follows the official ITU guidelines on generative artificial intelligence.",15,Autumn 2025,English,"C: Submission of written work, External (7-point scale)","Hanna Elina Wirman, Mikhail Fiadotau",MSc in Games,Yes,Yes
Making Games,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,"Video game development is a design-driven process. This course teaches the technical, theoretical, and practical basis of game development. At the same time this course is an exercise in interdisciplinary teamwork that prepares students for working in diverse teams. Students will learn how to create video games alone and in groups. They will be able to apply established industry methods in the areas design, production, project management, and programming. In this course students will first learn to explore the design space of games by making a number of focused prototypes. Students will learn the basics of prototyping in theory and practice, the basics of game design, game programming and interaction design, and essential user experience and evaluation techniques. The production process of the game they will create is based on established industry practices. Students will additionally learn to identify what makes their game unique, what is its technical and design essence, and how to best communicate it. They will learn the basics of marketing and the games business. Use of generative AI during the exam: Use of generative artificial intelligence is allowed with restrictions during the exam (see LearnIT), as long as the student follows the official ITU guidelines on generative artificial intelligence.",15,Autumn 2026,English,"C: Submission of written work, External (7-point scale)",Hanna Elina Wirman,MSc in Games,Yes,Yes
Making Games,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,This course teaches the design and development of video games from prototyping to effective teamwork across disciplinary boundaries. It also covers the most important technical and theoretical foundations of game development.,"Video game development is a design-driven process. This course teaches the technical, theoretical, and practical basis of game development. At the same time this course is an exercise in interdisciplinary teamwork that prepares students for working in diverse teams. Students will learn how to create video games alone and in groups. They will be able to apply established industry methods in the areas design, production, project management, and programming. In this course students will first learn to explore the design space of games by making a number of focused prototypes. Students will learn the basics of prototyping in theory and practice, the basics of game design, game programming and interaction design, and essential user experience and evaluation techniques. The production process of the game they will create is based on established industry practices. Students will additionally learn to identify what makes their game unique, what is its technical and design essence, and how to best communicate it. They will learn the basics of marketing and the games business. Use of generative AI during the exam: Use of generative artificial intelligence is allowed with restrictions during the exam (see LearnIT), as long as the student follows the official ITU guidelines on generative artificial intelligence.",15,Autumn 2027,English,,,MSc in Games,Yes,Yes
Making Games (Autumn 2018),,,,0,Autumn 2018,,,,"KGAMES:M.Sc. in IT, Games",No,No
Making Games (Autumn 2019),,,,0,Autumn 2019,,,,K-GAMES:Master of Science in Information Technology (Games),No,No
Making Games (Autumn 2020),,,,0,Autumn 2020,,,,K-GAMES:Master of Science in Information Technology (Games),No,No
Making Games (Autumn 2021),,,,0,Autumn 2021,,,,K-GAMES:MSc in Games,No,No
Making Games (Autumn 2022),,,,0,Autumn 2022,,,,K-GAMES:MSc in Games,No,No
Making Games (Autumn 2023),,,,0,Autumn 2023,,,,K-GAMES:MSc in Games,No,No
Making Games (Autumn 2024),,,,0,Autumn 2024,,,,K-GAMES:MSc in Games,No,No
Making Games (Autumn 2025),,,,0,Autumn 2025,,,,K-GAMES:MSc in Games,No,No
Making Sense of Service Systems,"Organizations designing and delivering services operate in environments with increasing volatility, uncertainty, and complexity. Adopting a systems perspective on services has shown significant promise in managing services effectively in such dynamic contexts. This approach embraces service systems by recognizing that they are composed of interrelated parts that make up a wider whole.","Organizations designing and delivering services operate in environments with increasing volatility, uncertainty, and complexity. Adopting a systems perspective on services has shown significant promise in managing services effectively in such dynamic contexts. This approach embraces service systems by recognizing that they are composed of interrelated parts that make up a wider whole.","This course is designed to provide students with the mindset, methods, and tools to understand the complexities of service systems. Service systems range from online shopping to services such as wind farm maintenance comprising extremely complex systems with many stakeholders. In this course, we will adopt a systems perspective on services to promote a human-centered, sustainable and holistic view. We will work to gain a deep understanding of the many interactions and relationships among stakeholders who collaborate to create value through services. Students will engage with service systems – both pure digital and hybrid - and acquire essential skills, tools, and methods for understanding their building blocks. This includes developing analytical skills alongside visualization and mapping techniques, which help clarify complex interactions and identify areas of improvement. Use of generative AI during the exam: No use of generative artificial intelligence is allowed at the exam under any circumstances.",7.5,Spring 2026,English,"D: Submission of written work with following oral, External (7-point scale)",Lene Nielsen,MSc in Digital Innovation & Management,Yes,Yes
Making Sense of Service Systems,"Organizations designing and delivering services operate in environments with increasing volatility, uncertainty, and complexity. Adopting a systems perspective on services has shown significant promise in managing services effectively in such dynamic contexts. This approach embraces service systems by recognizing that they are composed of interrelated parts that make up a wider whole.","Organizations designing and delivering services operate in environments with increasing volatility, uncertainty, and complexity. Adopting a systems perspective on services has shown significant promise in managing services effectively in such dynamic contexts. This approach embraces service systems by recognizing that they are composed of interrelated parts that make up a wider whole.","This course is designed to provide students with the mindset, methods, and tools to understand the complexities of service systems. Service systems range from online shopping to services such as wind farm maintenance comprising extremely complex systems with many stakeholders. In this course, we will adopt a systems perspective on services to promote a human-centered, sustainable and holistic view. We will work to gain a deep understanding of the many interactions and relationships among stakeholders who collaborate to create value through services. Students will engage with service systems – both pure digital and hybrid - and acquire essential skills, tools, and methods for understanding their building blocks. This includes developing analytical skills alongside visualization and mapping techniques, which help clarify complex interactions and identify areas of improvement. Use of generative AI during the exam: No use of generative artificial intelligence is allowed at the exam under any circumstances.",7.5,Spring 2027,English,"D: Submission of written work with following oral, External (7-point scale)",Olivia Thomassen Harre,MSc in Digital Innovation & Management,Yes,Yes
Making Sense of Service Systems (Spring 2026),,,,0,Spring 2026,,,,K-DIM:MSc in Digital Innovation & Management,No,No
Management of Digital Transformation,"The course focuses on how an organization develops digital leadership capabilities - and which organizational and management skills are central to this. Course participants are trained in a new mindset, where interdisciplinary collaboration, complexity management, ethics, innovation and unpredictability are part of the daily organizational life.","The course focuses on how an organization develops digital leadership capabilities - and which organizational and management skills are central to this. Course participants are trained in a new mindset, where interdisciplinary collaboration, complexity management, ethics, innovation and unpredictability are part of the daily organizational life.","The course covers topics such as: digital transformation, ambidextrous organization, dynamic capabilities, user-centricity, co-creation, design thinking, IT mindset, new organizational forms, digital management, motivation of specialists, and change management. The students gain insights into digital transformation and different generations of the IT mindset. They are introduced to the diverse digital transformation journeys, including what characterizes success in each of them. Additionally, the course focuses on new organizational forms, the associated new ways of working, and the required management and leadership capabilities. Part of this is understanding the different assumptions and frames that employees may have regarding IT and its function and role, unpacking the significance this has for managing digital transformation processes. Herein, the students are introduced to motivation and decision theories and discuss their application and importance in relation to managing different types of employees under various conditions. Additionally, the students are provided with insight into balancing individual employee's expectations of autonomy and self-management and the organizational need for compliance with IT standards and management structures. This includes a focus on organizational change processes and their management.",7.5,Spring 2025,English,"D: Submission of written work with following oral, External (7-point scale)",Nicola Bjerg Ens,Master in IT Management,No,No
Management of Digital Transformation,"Digital transformation is essential for organizations to remain competitive in an increasingly fast-paced and data-driven world. It involves leveraging technologies such as artificial intelligence, cloud computing, the Internet of Things (IoT), and data analytics to streamline operations and unlock new value. To realize value, however, organizations must develop the right digital capabilities. In this course we focus on the organizational and managerial skills central to digital transformation, training participants in a new mindset in which interdisciplinary collaboration, innovation, and unpredictability are part of everyday organizational life.","Digital transformation is essential for organizations to remain competitive in an increasingly fast-paced and data-driven world. It involves leveraging technologies such as artificial intelligence, cloud computing, the Internet of Things (IoT), and data analytics to streamline operations and unlock new value. To realize value, however, organizations must develop the right digital capabilities. In this course we focus on the organizational and managerial skills central to digital transformation, training participants in a new mindset in which interdisciplinary collaboration, innovation, and unpredictability are part of everyday organizational life.","The course covers topics such as digital transformation, new organizational forms, digital management, change management, digital stress, and digital maturity. The course focuses on the new organizational forms digital transformation necessitates, the associated new ways of working, and the required management and leadership capabilities. Part of this is understanding the different assumptions and frames that employees may have regarding IT and its function and role, unpacking the significance this has for managing digital transformation processes. It also means looking at how digital stress and job design are important aspects to consider in relation to professional roles. In this context, students are introduced to motivation and decision theories and discuss their application and importance in relation to managing different types of employees under various conditions. Additionally, students are provided with insight into balancing individual employees' expectations of autonomy and self-management with the organizational need for compliance with IT standards and management structures. This includes a focus on organizational change processes and their management. All use of generative artificial intelligence is allowed during the exam, as long as the student follows the official ITU guidelines on generative artificial intelligence.",7.5,Spring 2026,English,"D: Submission of written work with following oral, External (7-point scale)","Louise Harder Fischer, Nicola Bjerg Ens",Master in IT Management,No,No
Management of Digital Transformation,"Digital transformation is essential for organizations to remain competitive in an increasingly fast-paced and data-driven world. It involves leveraging technologies such as artificial intelligence, cloud computing, the Internet of Things (IoT), and data analytics to streamline operations and unlock new value. To realize value, however, organizations must develop the right digital capabilities. In this course we focus on the organizational and managerial skills central to digital transformation, training participants in a new mindset in which interdisciplinary collaboration, innovation, and unpredictability are part of everyday organizational life.","Digital transformation is essential for organizations to remain competitive in an increasingly fast-paced and data-driven world. It involves leveraging technologies such as artificial intelligence, cloud computing, the Internet of Things (IoT), and data analytics to streamline operations and unlock new value. To realize value, however, organizations must develop the right digital capabilities. In this course we focus on the organizational and managerial skills central to digital transformation, training participants in a new mindset in which interdisciplinary collaboration, innovation, and unpredictability are part of everyday organizational life.","The course covers topics such as digital transformation, new organizational forms, digital management, change management, digital stress, and digital maturity. The course focuses on the new organizational forms digital transformation necessitates, the associated new ways of working, and the required management and leadership capabilities. Part of this is understanding the different assumptions and frames that employees may have regarding IT and its function and role, unpacking the significance this has for managing digital transformation processes. It also means looking at how digital stress and job design are important aspects to consider in relation to professional roles. In this context, students are introduced to motivation and decision theories and discuss their application and importance in relation to managing different types of employees under various conditions. Additionally, students are provided with insight into balancing individual employees' expectations of autonomy and self-management with the organizational need for compliance with IT standards and management structures. This includes a focus on organizational change processes and their management. All use of generative artificial intelligence is allowed during the exam, as long as the student follows the official ITU guidelines on generative artificial intelligence.",7.5,Spring 2027,English,"D: Submission of written work with following oral, External (7-point scale)",Steffen Löfvall,Master in IT Management,No,No
Management of Digital Transformation (Spring 2025),,,,0,Spring 2025,,,,M-ILM:Master in IT Management,No,No
Management of Digital Transformation (Spring 2026),,,,0,Spring 2026,,,,M-ILM:Master in IT Management,No,No
Managing Business Analytics and Data-Driven Decision-Making,"As the second part of the Big Data Specialisation, this course will focus on enabling students to identify and apply relevant methods in data analytics to decision-making in a specific business context, and to reflect on the methodological, legal, and ethical consequences of applying data analytics.","As the second part of the Big Data Specialisation, this course will focus on enabling students to identify and apply relevant methods in data analytics to decision-making in a specific business context, and to reflect on the methodological, legal, and ethical consequences of applying data analytics.","There is no longer one approach that can fit all data management problems. For each problem, big data managers have to decide on appropriate models and systems to handle the relevant data. In this course, students will be introduced to a variety of methods in data analytics and machine learning, and, using the skills acquired in the first part of the specialisation, will apply this to solve a specific business related problem. Based on the specific data analysis, students will reflect on its operational, legal, and ethical implications. The course covers literature on methods in big data analytics as well as the organisational, legal, and ethical implications of big data management including analytical methods, legal considerations necessary to ensure that data management processes are compliant with legal requirements such as the EU General Data Protection Regulation, and literature that covers the potential ethical pitfalls, obstacles and opportunities that working with data and analytics may bring up.",15,Autumn 2024,English,"D: Submission of written work with following oral, External (7-point scale)",Jonas Valbjørn Andersen,MSc in Digital Innovation & Management,No,No
Managing Business Analytics and Data-Driven Decision-Making,"As the second part of the Big Data Specialisation, this course will focus on enabling students to identify and apply relevant methods in data analytics to decision-making in a specific business context, and to reflect on the methodological, legal, and ethical consequences of applying data analytics.","As the second part of the Big Data Specialisation, this course will focus on enabling students to identify and apply relevant methods in data analytics to decision-making in a specific business context, and to reflect on the methodological, legal, and ethical consequences of applying data analytics.","There is no longer one approach that can fit all data management problems. For each problem, big data managers have to decide on appropriate models and systems to handle the relevant data. In this course, students will be introduced to a variety of methods in data analytics and machine learning, and, using the skills acquired in the first part of the specialisation, will apply this to solve a specific business related problem. Based on the specific data analysis, students will reflect on its operational, legal, and ethical implications. The course covers literature on methods in big data analytics as well as the organisational, legal, and ethical implications of big data management including analytical methods, legal considerations necessary to ensure that data management processes are compliant with legal requirements such as the EU General Data Protection Regulation, and literature that covers the potential ethical pitfalls, obstacles and opportunities that working with data and analytics may bring up. Use of generative AI during the exam: Use of generative artificial intelligence is allowed with restrictions during the exam (see LearnIT), as long as the student follows the official ITU guidelines on generative artificial intelligence.",15,Autumn 2025,English,"D: Submission of written work with following oral, External (7-point scale)",Karl Werder,MSc in Digital Innovation & Management,No,No
Managing Business Analytics and Data-Driven Decision-Making,"This course enables students to define business analytics objectives and to identify, collect, and process relevant data. Students learn to select, implement, and justify appropriate data analytics and machine learning methods to support decision-making in specific business contexts. The course further develops students’ ability to evaluate the economic and business implications of data analytics, communicate insights to decision-makers, and critically reflect on the associated methodological and ethical considerations.","This course enables students to define business analytics objectives and to identify, collect, and process relevant data. Students learn to select, implement, and justify appropriate data analytics and machine learning methods to support decision-making in specific business contexts. The course further develops students’ ability to evaluate the economic and business implications of data analytics, communicate insights to decision-makers, and critically reflect on the associated methodological and ethical considerations.","This course develops students’ ability to design and implement data-driven solutions to business problems. Building on prior knowledge of data processes, students learn to define management-relevant business analytics objectives and to identify, collect, and process appropriate data sources. Through a combination of lectures, hands-on exercises, and a capstone project, students are introduced to a range of data analytics and machine learning methods, including exploratory data analysis, regression, classification, clustering, network analysis, natural language processing, and modern approaches such as neural networks and large language models. Students apply and justify these methods in relation to specific business objectives. The course is structured around iterative project development, where students progressively refine their analytical approach, implement models, and evaluate results. Emphasis is placed on translating analytical outputs into actionable business insights, including assessing economic value, business potential, and organizational implications. In addition, the course addresses the broader context of data-driven decision-making, including ethical considerations, and responsible AI practices. Students critically reflect on the risks, limitations, and societal impacts of data analytics. By the end of the course, students are able to communicate analytical findings, assumptions, and limitations effectively to decision-makers, supporting evidence-based management in complex organizational settings. Use of generative AI during the exam: Use of generative artificial intelligence is allowed with restrictions during the exam (see LearnIT), as long as the student follows the official ITU guidelines on generative artificial intelligence.",15,Autumn 2026,English,"D: Submission of written work with following oral, External (7-point scale)",Karl Werder,MSc in Digital Innovation & Management,No,Yes
Managing Business Analytics and Data-Driven Decision-Making,"This course enables students to define business analytics objectives and to identify, collect, and process relevant data. Students learn to select, implement, and justify appropriate data analytics and machine learning methods to support decision-making in specific business contexts. The course further develops students’ ability to evaluate the economic and business implications of data analytics, communicate insights to decision-makers, and critically reflect on the associated methodological and ethical considerations.","This course enables students to define business analytics objectives and to identify, collect, and process relevant data. Students learn to select, implement, and justify appropriate data analytics and machine learning methods to support decision-making in specific business contexts. The course further develops students’ ability to evaluate the economic and business implications of data analytics, communicate insights to decision-makers, and critically reflect on the associated methodological and ethical considerations.","This course develops students’ ability to design and implement data-driven solutions to business problems. Building on prior knowledge of data processes, students learn to define management-relevant business analytics objectives and to identify, collect, and process appropriate data sources. Through a combination of lectures, hands-on exercises, and a capstone project, students are introduced to a range of data analytics and machine learning methods, including exploratory data analysis, regression, classification, clustering, network analysis, natural language processing, and modern approaches such as neural networks and large language models. Students apply and justify these methods in relation to specific business objectives. The course is structured around iterative project development, where students progressively refine their analytical approach, implement models, and evaluate results. Emphasis is placed on translating analytical outputs into actionable business insights, including assessing economic value, business potential, and organizational implications. In addition, the course addresses the broader context of data-driven decision-making, including ethical considerations, and responsible AI practices. Students critically reflect on the risks, limitations, and societal impacts of data analytics. By the end of the course, students are able to communicate analytical findings, assumptions, and limitations effectively to decision-makers, supporting evidence-based management in complex organizational settings. Use of generative AI during the exam: Use of generative artificial intelligence is allowed with restrictions during the exam (see LearnIT), as long as the student follows the official ITU guidelines on generative artificial intelligence.",15,Autumn 2027,English,,,MSc in Digital Innovation & Management,No,Yes
Managing Business Analytics and Data-Driven Decision-Making (Autumn 2024),,,,0,Autumn 2024,,,,K-DIM:MSc in Digital Innovation & Management,No,No
Managing Business Analytics and Data-Driven Decision-Making (Autumn 2025),,,,0,Autumn 2025,,,,K-DIM:MSc in Digital Innovation & Management,No,No
Managing Digital Transformation,"The increasing pace of digitalization has an impact on organisations and business ecosystems. This calls for a specific approach to management. The rapid shifts are often hard to foresee, and transformations emerge as other players in the business eco system adapt their business models. This is called Digital Transformation. This course provides a toolbox of theories and practical perspectives on how to manage Digital Transformation in an organization.","The increasing pace of digitalization has an impact on organisations and business ecosystems. This calls for a specific approach to management. The rapid shifts are often hard to foresee, and transformations emerge as other players in the business eco system adapt their business models. This is called Digital Transformation. This course provides a toolbox of theories and practical perspectives on how to manage Digital Transformation in an organization.","Digitalization is a catalyst for transformation of business ecosystems both within and among companies. As digital technology opens up new possibilities, technology trends push the power balances and new products, services and business models emerge. In most cases neither the end goal nor the road to a successful transformation is known - or can even be defined beforehand. Traditional project management and change management methods may help, but are insufficient. This course looks at different perspectives on leadership and human behaviour in relation to Digital Transformation - from a company, process, team and individual perspective. The concept of psychological safety is introduced to support both the need to learn as you go and the tight knit, cross-functional, and multi disciplinary cooperation that Digital Transformation requires. The goal is to provide the student with a toolbox of theories and practical perspectives which can be used to facilitate sustainable digital transformation. Sustainable here is meant both from a business and a people perspective. Synergy with other electives: In the semester, you will be able to integrate the learnings by also taking the ""Industrial Scrum Master Training"" course, which consists of a practical project in which you will be able to apply the toolbox of theories and perspectives that you learn in the “Managing Digital Transformation"" course.",7.5,Spring 2023,English,"D: Submission of written work with following oral, External (7-point scale)",Elisabeth Broe Christensen,MSc in Computer Science,Yes,Yes
Managing Digital Transformation,"The increasing pace of digitalization has an impact on organisations and business ecosystems. This calls for a specific approach to management. The rapid shifts are often hard to foresee, and transformations emerge as other players in the business eco system adapt their business models. This is called Digital Transformation. This course provides a toolbox of theories and practical perspectives on how to manage Digital Transformation in an organization.","The increasing pace of digitalization has an impact on organisations and business ecosystems. This calls for a specific approach to management. The rapid shifts are often hard to foresee, and transformations emerge as other players in the business eco system adapt their business models. This is called Digital Transformation. This course provides a toolbox of theories and practical perspectives on how to manage Digital Transformation in an organization.","Digitalization is a catalyst for transformation of business ecosystems both within and among companies. As digital technology opens up new possibilities, technology trends push the power balances and new products, services and business models emerge. In most cases neither the end goal nor the road to a successful transformation is known - or can even be defined beforehand. Traditional project management and change management methods may help, but are insufficient. This course looks at different perspectives on leadership and human behaviour in relation to Digital Transformation - from a company, process, team and individual perspective. The concept of psychological safety is introduced to support both the need to learn as you go and the tight knit, cross-functional, and multi disciplinary cooperation that Digital Transformation requires. The goal is to provide the student with a toolbox of theories and practical perspectives which can be used to facilitate sustainable digital transformation. Sustainable here is meant both from a business and a people perspective. Synergy with other electives: In the semester, you will be able to integrate the learnings by also taking the ""Industrial Scrum Master Training"" course, which consists of a practical project in which you will be able to apply the toolbox of theories and perspectives that you learn in the “Managing Digital Transformation"" course.",7.5,Spring 2024,English,"D: Submission of written work with following oral, External (7-point scale)",Elisabeth Broe Christensen,MSc in Computer Science,Yes,Yes
Managing Digital Transformation (Spring 2023),,,,0,Spring 2023,,,,K-CS:MSc in Computer Science,No,No
"Managing Risk in IT and Cybersecurity, BSc & MSc. (Summer University) (Spring 2026)",,,,0,Spring 2026,,,,K-DIM:MSc in Digital Innovation & Management,No,No
"Managing Risk in IT and Cybersecurity, BSc (Summer University)","This course provides an introduction to Information Security Risk Management. The course enables students to lead risk assessments, and reflect on the applicability of different techniques for risk assessment and management.","This course provides an introduction to Information Security Risk Management. The course enables students to lead risk assessments, and reflect on the applicability of different techniques for risk assessment and management.","More and more businesses are relying heavily on Information and Communication Technology and services to operate and innovate. With reliance comes risk. In recent years, major organizations have been brought to a standstill due to failure of critical ICT systems, due to error or malicious interference. It is the job of information security- and IT-risk specialists to identify, analyze, evaluate and communicate these risks across the organization, ensuring that the business can take informed decisions on their risk exposure and opportunities. This course provides an introduction to the components of effective Information Security Risk Management, covering the organization of IT risk management and cybersecurity efforts as well as the identification, analysis, evaluation and treatment of Information Security risks. Through dialogue and exercises, the course encourages reflection on current and future challenges of Information Security risk management. At the end of the course, students will be able to conduct Information Security Risk Assessments in various settings, and evaluate from a range of qualitative and quantitative techniques the pros and cons of using them to understand risk.",7.5,Spring 2024,English,"C: Submission of written work, External (7-point scale)",Malte Ravn Eriksen Spence,BSc in Global Business Informatics,Yes,Yes
"Managing Risk in IT and Cybersecurity, BSc (Summer University)","This course provides an introduction to Information Security Risk Management. The course enables students to lead risk assessments, and reflect on the applicability of different techniques for risk assessment and management.","This course provides an introduction to Information Security Risk Management. The course enables students to lead risk assessments, and reflect on the applicability of different techniques for risk assessment and management.","More and more businesses are relying heavily on Information and Communication Technology and services to operate and innovate. With reliance comes risk. In recent years, major organizations have been brought to a standstill due to failure of critical ICT systems, due to error or malicious interference. It is the job of information security- and IT-risk specialists to identify, analyze, evaluate and communicate these risks across the organization, ensuring that the business can take informed decisions on their risk exposure and opportunities. This course provides an introduction to the components of effective Information Security Risk Management, covering the organization of IT risk management and cybersecurity efforts as well as the identification, analysis, evaluation and treatment of Information Security risks. Through dialogue and exercises, the course encourages reflection on current and future challenges of Information Security risk management. At the end of the course, students will be able to conduct Information Security Risk Assessments in various settings, and evaluate from a range of qualitative and quantitative techniques the pros and cons of using them to understand risk.",7.5,Spring 2025,English,"C: Submission of written work, External (7-point scale)",Malte Ravn Eriksen Spence,BSc in Global Business Informatics,Yes,Yes
"Managing Risk in IT and Cybersecurity, BSc (Summer University)","This course provides an introduction to Information Security Risk Management. The course enables students to lead risk assessments, and reflect on the applicability of different techniques for risk assessment and management.","This course provides an introduction to Information Security Risk Management. The course enables students to lead risk assessments, and reflect on the applicability of different techniques for risk assessment and management.","More and more businesses are relying heavily on Information and Communication Technology and services to operate and innovate. With reliance comes risk. In recent years, major organizations have been brought to a standstill due to failure of critical ICT systems, due to error or malicious interference. It is the job of information security- and IT-risk specialists to identify, analyze, evaluate and communicate these risks across the organization, ensuring that the business can take informed decisions on their risk exposure and opportunities. This course provides an introduction to the components of effective Information Security Risk Management, covering the organization of IT risk management and cybersecurity efforts as well as the identification, analysis, evaluation and treatment of Information Security risks. Through dialogue and exercises, the course encourages reflection on current and future challenges of Information Security risk management. At the end of the course, students will be able to conduct Information Security Risk Assessments in various settings, and evaluate from a range of qualitative and quantitative techniques the pros and cons of using them to understand risk.",7.5,Spring 2026,English,"C: Submission of written work, External (7-point scale)",Malte Ravn Eriksen Spence,BSc in Global Business Informatics,Yes,Yes
